eval_episode,step,reward,latency_ms,energy_j,tier,tier_name,resource,deadline_met,over_capacity,category,agent,seed,w_latency,w_energy,iot_nodes,arrival_rate,sweep
0,4,-0.6090717083489018,15.504668080147914,0.6125717759546743,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,5,-0.2199252473603871,15.217899054380295,0.6438553620633052,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,6,-0.5946707090957668,29.766317819333064,1.5480834317810497,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,7,-1.413881287290351,16.057251750956915,0.06855692396557019,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,8,-0.2924954516484237,20.37178429796948,0.97192682643564,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,9,-1.0256751835624067,44.20362043872126,2.4378003228444474,1,Fog,2,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,10,-0.8930772286203679,76.81686215968139,4.589929178219609,1,Fog,2,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,11,-1.0616022804779761,23.062638606456485,0.13050252632946066,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,12,-1.7682036447773184,27.806821855561054,0.15825441343214397,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,13,-0.26211616784597674,10.540012276863129,0.3321836728437245,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,14,-0.7268518507998535,21.423497553172446,0.9849058840248349,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,15,-1.1327741204035784,19.17590921488745,0.09800085638874562,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,16,-0.321371514074884,18.245041796007893,0.8289821677276004,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,17,-1.496086496713775,46.6617507543686,0.3148245767559538,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,18,-1.2442005180410447,60.22067986475219,0.4282613741985561,1,Fog,0,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,19,-4.2270142710346565,152.5843746480545,1.1604542926565051,1,Fog,0,False,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,20,-0.6327058663046193,11.087123662023167,0.3203307939574403,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,21,-3.555517419872378,106.70131111144039,0.7994795452446626,1,Fog,0,False,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,22,-1.1416597416579508,13.442975941263821,0.05150439118761751,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,23,-1.174156599516041,16.73478442026099,0.07763749143802391,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,24,-1.392491671279497,51.137550882534754,0.35257721412846843,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,25,-1.6281383642519855,56.919525865287724,0.3957967910850461,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,26,-0.7033772652832051,36.76939467660452,1.9925665068685974,1,Fog,2,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,27,-0.5256559044244886,26.17251243319378,1.3216874721539247,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,28,-0.9474892184598638,37.612777530393636,2.016378755122648,1,Fog,2,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,29,-0.9403410207912787,29.408301769893658,0.18364238505760855,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,0,-1.7173337057244962,62.81598085032463,0.44214225316024425,1,Fog,0,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,1,-0.9845614137209975,32.17118063416468,1.6553681360748176,1,Fog,2,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,2,-1.230168780412618,25.34215140941065,0.14640494834732273,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,3,-3.3356057753169193,111.01330625789409,0.8376548436682433,1,Fog,0,False,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,4,-5.246658075582543,36.09937799644816,0.17306219948681098,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,5,-5.428234326010196,133.35014019172647,0.9868591558918762,1,Fog,0,False,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,6,-1.545467914078777,91.79026686246249,0.6790429506291467,1,Fog,0,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,7,-2.8294705756879925,25.178663545826346,0.12105723535025327,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,8,-0.1950454910207923,15.586007984280027,0.6711545109939219,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,9,-1.2273667644733524,38.67972840901644,0.2543097700908438,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,10,-1.15247149411752,75.8411235769858,0.5559639463919854,1,Fog,0,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,11,-0.3630931044731097,22.17807508190029,1.0810969904289884,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,12,-0.9007307206267273,50.12980311923066,2.841838370395907,1,Fog,2,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,13,-0.7210804590703281,45.027021008510715,2.5308865436879957,1,Fog,2,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,14,-0.9590063971602316,32.04924429224398,0.20471963114919048,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,15,-2.368856842652239,35.29472264171078,0.2097867127611727,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,16,-0.5921507090271305,19.304024830074905,0.8634786841339471,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,17,-1.4038481246758268,45.33162063969565,0.30545329473751126,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,18,-4.296393631373073,128.92339562558672,0.9680626091196964,1,Fog,0,False,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,19,-0.4358585830245901,16.34386489008089,0.6897920258546092,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,20,-1.1062679346044195,24.357431627009312,0.14030269541215212,1,Fog,0,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,21,-0.8399784909630774,28.180155859885836,1.412688246380442,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,22,-0.5680492396344025,14.389593539268546,0.5448487035116515,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,23,-0.690417328357906,54.96421865293832,3.185383644212716,1,Fog,2,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,24,-0.5712510536094696,14.6103774339368,0.5588907744698698,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,25,-0.7622757172234721,20.048219005909033,0.8903146149696641,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,26,-0.7821398335835176,28.62941767806954,1.4495398083226154,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,27,-2.2581115380267973,60.26998674156735,0.41342861278693477,1,Fog,0,True,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,28,-0.9524131580660501,21.872407882377598,0.9852796641376356,1,Fog,2,True,False,Moderate,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
1,29,-3.484454702463797,103.10151070963114,6.23462007242389,1,Fog,2,False,False,Complex,Proposed-HierDDQN,1,0.5,0.5,10,5.0,nodes
0,0,-1.0503807467833495,96.49771835701894,5.1789215499825465,2,Cloud,0,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,1,-4.006613484155423,117.86530645513434,2.9880839105649954,1,Fog,1,False,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,2,-1.510076901900514,57.595556690648195,1.1368863584026636,1,Fog,1,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,3,-1.0689224539288007,49.998247244598446,1.4895947843782085,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,4,-0.538404399754481,39.45578202347639,1.6376594059771747,2,Cloud,0,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,5,-0.3807906450041488,29.545314507850584,0.8491635731541108,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,6,-0.7560960277763187,40.770786718848626,1.3863725243383258,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,7,-4.075207308187613,138.88222510697204,7.353304785475167,2,Cloud,0,False,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,8,-0.7818421797514975,47.60024981394514,1.127358173972439,1,Fog,1,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,9,-7.174299648626707,132.7092744387722,2.292582425613601,2,Cloud,0,False,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,10,-3.2397695559159025,16.332270199820492,0.13933000958536534,1,Fog,1,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,11,-1.3660709776167972,37.6042070590517,0.24571377574413056,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,12,-0.9582872460903997,65.64243398293709,2.8490878487080105,2,Cloud,0,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,13,-0.7361329265672572,30.47816387522951,0.5731729043994455,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,14,-2.7152733881200177,82.33810133184501,1.736420254986294,2,Cloud,0,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,15,-0.7763141674662726,29.246284686406373,0.18464876194824018,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,16,-0.6804239736404089,29.364513240081642,0.6125289640461264,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,17,-0.2994855584816167,29.620093603894937,0.877927923141343,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,18,-1.20316239477375,53.58193861334009,1.8287208148982554,2,Cloud,0,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,19,-5.450849946020767,141.98506958082191,5.51472992916147,2,Cloud,0,False,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,20,-0.3878002790674375,45.657828450316565,1.0951113681585474,1,Fog,1,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,21,-0.8601238919456492,55.25447525736813,2.214121812636914,2,Cloud,0,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,22,-0.4961112823898923,23.85860490293866,0.36300979938245814,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,23,-4.196291754090044,121.51165996748745,5.75693894318192,2,Cloud,0,False,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,24,-3.3309194621631595,110.49950486139342,2.8221878642316724,1,Fog,1,False,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,25,-0.6600476331093829,28.540214925104998,0.3857630629451333,1,Fog,1,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,26,-0.4025060836467004,39.65409943751774,1.5423558645911168,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,27,-1.4651332238288348,52.686826713105546,1.263458487138919,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,28,-1.0142265063609897,44.52363424883581,1.051048825792773,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
0,29,-1.218716017646295,36.20472202407341,0.27069477654834656,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,0,-0.658082754098712,54.267572986827346,2.58519117608595,2,Cloud,0,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,1,-0.49379318591283344,34.16993753014135,0.9969956677191116,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,2,-1.0279018444494266,36.87180933574813,0.3799898554666608,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,3,-0.7379436641593407,55.10023302927135,2.4401331008369924,2,Cloud,0,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,4,-0.4373817492168696,23.487126753846834,0.35334219521919596,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,5,-0.7198899171680784,36.310485746102756,1.0598148410699515,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,6,-1.475902128274485,41.39268352004185,0.38449887106346725,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,7,-1.9357930689622218,64.82052458360693,1.4521779627647942,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,8,-2.6899254435105244,84.73481591965486,2.171985313596693,2,Cloud,0,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,9,-0.9011226924187747,12.929562871092706,0.1706695777441918,1,Fog,1,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,10,-0.9112544103971367,52.320788194831266,1.9003056004683645,2,Cloud,0,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,11,-0.3244072904803849,21.79986626568974,0.352864929966204,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,12,-1.128208411728858,89.3786071615701,4.5087837623896645,2,Cloud,0,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,13,-2.4687962684503972,89.17320227726,2.8273915620761887,2,Cloud,0,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,14,-2.9356498580353207,105.2319042402754,2.698862397341145,1,Fog,1,False,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,15,-0.5935651143286687,44.180139843725534,0.8180000453534642,1,Fog,1,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,16,-5.356661104881937,154.16920157685837,6.529019287790959,2,Cloud,0,False,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,17,-1.6434694300041053,88.37137413873774,2.198996316580343,1,Fog,1,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,18,-0.22455287875606408,26.02613144018148,0.3400555488849002,1,Fog,1,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,19,-8.127829085202698,136.84472185127197,1.0168933720629327,2,Cloud,0,False,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,20,-0.4947723522694857,59.5503054895436,1.4702082482176773,1,Fog,1,True,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,21,-1.4457299669668682,48.5695624324506,0.951863215239524,2,Cloud,0,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,22,-3.9908771606632985,101.91375937167987,4.434278369267579,2,Cloud,0,False,False,Complex,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
1,23,-0.5773294224166431,25.95584637338957,0.5449760651275607,1,Fog,1,True,False,Moderate,Proposed-HierDDQN,0,0.5,0.5,20,5.0,nodes
